runID,location,customer_type,demand_charge,export_price,export_price_type,battery_size_kWh,battery_power_kW,min_soc,max_soc,one_way_efficiency,start_soc,n_horizon,n_control,old_energy_charge,new_energy_charge,energy_charge_savings,old_demand_charge,new_demand_charge,demand_charge_savings,retail_profits,battery_charge_cost,battery_discharge_revenues,battery_retail_profits,battery_export_revenue,total_profits,irr,npv,$/kW,$/kWh
291,CA_San.Francisco.Intl,Office,20,0,None,1000,500,0,1,0.92,0.5,24,12,-513932.8354,-511328.782,2604.053378,-269855.3521,-229844.1378,40011.21431,42615.26769,-40469.75019,43073.80356,2604.053378,0,42615.26769,0.05834,-2981.702,5.208106757,2.604053378
292,CA_San.Francisco.Intl,Office,20,0,None,2000,1000,0,1,0.92,0.5,24,12,-513932.8354,-512474.192,1458.643361,-269855.3521,-207531.332,62324.02012,63782.66348,-77716.86432,79175.50768,1458.643361,0,63782.66348,0.01816,-142236.216,1.458643361,0.72932168
293,CA_San.Francisco.Intl,Office,20,0.10531,Retail,100,50,0,1,0.92,0.5,24,12,-513932.8354,-513152.4938,780.341572,-269855.3521,-257952.6362,11902.71587,12683.05745,-3991.315457,4771.657029,780.341572,0,12683.05745,0.30777,52830.183,15.60683144,7.80341572
294,CA_San.Francisco.Intl,Office,20,0.10531,Retail,200,100,0,1,0.92,0.5,24,12,-513932.8354,-512677.3799,1255.455445,-269855.3521,-251428.2869,18427.06519,19682.52063,-7927.362175,9182.81762,1255.455445,0,19682.52063,0.22921,69804.651,12.55455445,6.277277223
295,CA_San.Francisco.Intl,Office,20,0.10531,Retail,300,150,0,1,0.92,0.5,24,12,-513932.8354,-512268.0476,1664.787744,-269855.3521,-247424.4234,22430.92874,24095.71649,-11915.51974,13580.30748,1664.787744,0,24095.71649,0.17736,70463.306,11.09858496,5.549292479
296,CA_San.Francisco.Intl,Office,20,0.10531,Retail,400,200,0,1,0.92,0.5,24,12,-513932.8354,-511970.6292,1962.206148,-269855.3521,-244512.5098,25342.84228,27305.04843,-15947.50733,17909.71348,1962.206148,0,27305.04843,0.14146,63527.224,9.81103074,4.90551537
297,CA_San.Francisco.Intl,Office,20,0.10531,Retail,500,250,0,1,0.92,0.5,24,12,-513932.8354,-511777.5433,2155.292066,-269855.3521,-241828.7307,28026.62139,30181.91345,-20010.60975,22165.90182,2155.292066,6.588114898,30188.50157,0.11711,54535.291,8.621168263,4.310584131
298,CA_San.Francisco.Intl,Office,20,0.10531,Retail,600,300,0,1,0.92,0.5,24,12,-513932.8354,-511746.0964,2186.738942,-269855.3521,-239281.9643,30573.38777,32760.12671,-24107.11902,26293.85796,2186.738942,106.1769045,32866.30361,0.09927,44245.982,7.289129808,3.644564904
299,CA_San.Francisco.Intl,Office,20,0.10531,Retail,700,350,0,1,0.92,0.5,24,12,-513932.8354,-511731.1627,2201.672694,-269855.3521,-236853.2452,33002.10687,35203.77957,-28181.89547,30383.56816,2201.672694,201.7234619,35405.50303,0.08552,33082.279,6.290493413,3.145246706
300,CA_San.Francisco.Intl,Office,20,0.10531,Retail,800,400,0,1,0.92,0.5,24,12,-513932.8354,-511928.2427,2004.592678,-269855.3521,-234486.8433,35368.50878,37373.10146,-32271.07462,34275.66729,2004.592678,488.4570713,37861.55853,0.07461,21394.052,5.011481695,2.505740847
301,CA_San.Francisco.Intl,Office,20,0.10531,Retail,900,450,0,1,0.92,0.5,24,12,-513932.8354,-513289.7247,643.1106713,-269855.3521,-232142.6796,37712.67254,38355.78321,-36363.85432,37006.96499,643.1106713,1916.781514,40272.56472,0.06578,9421.625,1.429134825,0.714567413
302,CA_San.Francisco.Intl,Office,20,0.10531,Retail,1000,500,0,1,0.92,0.5,24,12,-513932.8354,-514637.2166,-704.3812189,-269855.3521,-229844.1378,40011.21431,39306.83309,-40469.74328,39765.36207,-704.3812189,3308.433959,42615.26705,0.05834,-2981.706,-1.408762438,-0.704381219
303,CA_San.Francisco.Intl,Office,20,0.10531,Retail,2000,1000,0,1,0.92,0.5,24,12,-513932.8354,-529341.038,-15408.20259,-269855.3521,-207531.332,62324.02012,46915.81753,-81488.18468,66079.98209,-15408.20259,17506.75865,64422.57618,0.01946,-138090.14,-15.40820259,-7.704101297
304,CA_San.Francisco.Intl,Office,20,0.12,Low flat,100,50,0,1,0.92,0.5,24,12,-513932.8354,-513152.4952,780.3401371,-269855.3521,-257952.6362,11902.71587,12683.05601,-3991.299931,4771.640068,780.3401371,0,12683.05601,0.30777,52830.174,15.60680274,7.803401371
305,CA_San.Francisco.Intl,Office,20,0.12,Low flat,200,100,0,1,0.92,0.5,24,12,-513932.8354,-512677.3799,1255.455445,-269855.3521,-251428.2869,18427.06519,19682.52063,-7927.362175,9182.81762,1255.455445,0,19682.52063,0.22921,69804.651,12.55455445,6.277277223
306,CA_San.Francisco.Intl,Office,20,0.12,Low flat,300,150,0,1,0.92,0.5,24,12,-513932.8354,-512268.0476,1664.787744,-269855.3521,-247424.4234,22430.92874,24095.71649,-11915.51974,13580.30748,1664.787744,0,24095.71649,0.17736,70463.306,11.09858496,5.549292479
307,CA_San.Francisco.Intl,Office,20,0.12,Low flat,400,200,0,1,0.92,0.5,24,12,-513932.8354,-511970.6272,1962.208165,-269855.3521,-244512.5098,25342.84228,27305.05045,-15947.52915,17909.73732,1962.208165,-7.47E-15,27305.05045,0.14146,63527.236,9.811040823,4.905520412
308,CA_San.Francisco.Intl,Office,20,0.12,Low flat,500,250,0,1,0.92,0.5,24,12,-513932.8354,-511865.7536,2067.081739,-269855.3521,-241828.7307,28026.62139,30093.70313,-20232.71631,22299.79805,2067.081739,113.2319214,30206.93505,0.11722,54651.582,8.268326957,4.134163478
309,CA_San.Francisco.Intl,Office,20,0.12,Low flat,600,300,0,1,0.92,0.5,24,12,-513932.8354,-511779.1393,2153.696093,-269855.3521,-239281.9643,30573.38777,32727.08386,-24373.64689,26527.34298,2153.696093,183.3887214,32910.47258,0.0995,44524.628,7.178986978,3.589493489
310,CA_San.Francisco.Intl,Office,20,0.12,Low flat,700,350,0,1,0.92,0.5,24,12,-513932.8354,-511713.0803,2219.755069,-269855.3521,-236853.2452,33002.10687,35221.86194,-28492.84469,30712.59976,2219.755069,253.5455524,35475.40749,0.08585,33523.281,6.342157339,3.17107867
311,CA_San.Francisco.Intl,Office,20,0.12,Low flat,800,400,0,1,0.92,0.5,24,12,-513932.8354,-511667.848,2264.987372,-269855.3521,-234486.8433,35368.50878,37633.49615,-32626.44511,34891.43248,2264.987372,323.7023214,37957.19847,0.07502,21997.409,5.66246843,2.831234215
312,CA_San.Francisco.Intl,Office,20,0.12,Low flat,900,450,0,1,0.92,0.5,24,12,-513932.8354,-511645.4269,2287.408497,-269855.3521,-232142.6796,37712.67254,40000.08104,-36763.64613,39051.05463,2287.408497,393.8591214,40393.94016,0.06624,10187.338,5.083129993,2.541564996
313,CA_San.Francisco.Intl,Office,20,0.12,Low flat,1000,500,0,1,0.92,0.5,24,12,-513932.8354,-511645.6877,2287.147686,-269855.3521,-229844.1378,40011.21431,42298.36199,-40913.95648,43201.10416,2287.147686,464.0160003,42762.37799,0.05886,-2053.637,4.574295372,2.287147686
314,CA_San.Francisco.Intl,Office,20,0.12,Low flat,2000,1000,0,1,0.92,0.5,24,12,-513932.8354,-513236.249,696.586333,-269855.3521,-207531.332,62324.02012,63020.60645,-78193.80441,78890.39074,696.586333,946.5652739,63967.17173,0.01853,-141040.763,0.696586333,0.348293167
315,CA_San.Francisco.Intl,Office,20,0.04275169,LMPs DA,100,50,0,1,0.92,0.5,24,12,-513932.8354,-513152.4952,780.3401371,-269855.3521,-257952.6362,11902.71587,12683.05601,-3991.299931,4771.640068,780.3401371,0,12683.05601,0.30777,52830.174,15.60680274,7.803401371
316,CA_San.Francisco.Intl,Office,20,0.04275169,LMPs DA,200,100,0,1,0.92,0.5,24,12,-513932.8354,-512677.3799,1255.455445,-269855.3521,-251428.2869,18427.06519,19682.52063,-7927.362175,9182.81762,1255.455445,0,19682.52063,0.22921,69804.651,12.55455445,6.277277223
317,CA_San.Francisco.Intl,Office,20,0.04275169,LMPs DA,300,150,0,1,0.92,0.5,24,12,-513932.8354,-512268.0476,1664.787744,-269855.3521,-247424.4234,22430.92874,24095.71649,-11915.51974,13580.30748,1664.787744,0,24095.71649,0.17736,70463.306,11.09858496,5.549292479
318,CA_San.Francisco.Intl,Office,20,0.04275169,LMPs DA,400,200,0,1,0.92,0.5,24,12,-513932.8354,-511970.6292,1962.206148,-269855.3521,-244512.5098,25342.84228,27305.04843,-15947.50733,17909.71348,1962.206148,-4.50E-16,27305.04843,0.14146,63527.224,9.81103074,4.90551537
319,CA_San.Francisco.Intl,Office,20,0.04275169,LMPs DA,500,250,0,1,0.92,0.5,24,12,-513932.8354,-511771.8801,2160.955229,-269855.3521,-241828.7307,28026.62139,30187.57662,-20010.60975,22171.56498,2160.955229,1.03892177,30188.61554,0.11711,54536.01,8.643820917,4.321910459
320,CA_San.Francisco.Intl,Office,20,0.04275169,LMPs DA,600,300,0,1,0.92,0.5,24,12,-513932.8354,-511725.4482,2207.387167,-269855.3521,-239281.9643,30573.38777,32780.77493,-24189.4798,26396.86696,2207.387167,101.11994,32881.89487,0.09935,44344.341,7.357957224,3.678978612
321,CA_San.Francisco.Intl,Office,20,0.04275169,LMPs DA,700,350,0,1,0.92,0.5,24,12,-513932.8354,-511714.9859,2217.849481,-269855.3521,-236853.2452,33002.10687,35219.95635,-28321.53041,30539.3799,2217.849481,229.0324329,35448.98878,0.08572,33356.615,6.336712802,3.168356401
322,CA_San.Francisco.Intl,Office,20,0.04275169,LMPs DA,800,400,0,1,0.92,0.5,24,12,-513932.8354,-511848.251,2084.584334,-269855.3521,-234486.8433,35368.50878,37453.09311,-32673.75859,34758.34293,2084.584334,487.4531347,37940.54625,0.07495,21892.356,5.211460834,2.605730417
323,CA_San.Francisco.Intl,Office,20,0.04275169,LMPs DA,900,450,0,1,0.92,0.5,24,12,-513932.8354,-511967.3649,1965.470498,-269855.3521,-232142.6796,37712.67254,39678.14304,-36937.79349,38903.26399,1965.470498,715.6126971,40393.75573,0.06624,10186.174,4.367712217,2.183856108
324,CA_San.Francisco.Intl,Office,20,0.04275169,LMPs DA,1000,500,0,1,0.92,0.5,24,12,-513932.8354,-512116.1834,1816.651927,-269855.3521,-229844.1378,40011.21431,41827.86624,-41179.32046,42995.97239,1816.651927,955.7885712,42783.65481,0.05893,-1919.41,3.633303853,1.816651927
325,CA_San.Francisco.Intl,Office,20,0.04275169,LMPs DA,2000,1000,0,1,0.92,0.5,24,12,-513932.8354,-514823.8381,-891.0027584,-269855.3521,-207531.332,62324.02012,61433.01736,-79465.68227,78574.67951,-891.0027584,2981.950992,64414.96835,0.01945,-138139.432,-0.891002758,-0.445501379
326,CA_San.Francisco.Intl,Office,20,0.04458485,LMPs RT,100,50,0,1,0.92,0.5,24,12,-513932.8354,-513152.4938,780.341572,-269855.3521,-257952.6362,11902.71587,12683.05745,-3991.315457,4771.657029,780.341572,0,12683.05745,0.30777,52830.183,15.60683144,7.80341572
327,CA_San.Francisco.Intl,Office,20,0.04458485,LMPs RT,200,100,0,1,0.92,0.5,24,12,-513932.8354,-512677.3799,1255.455445,-269855.3521,-251428.2869,18427.06519,19682.52063,-7927.362175,9182.81762,1255.455445,0,19682.52063,0.22921,69804.651,12.55455445,6.277277223
328,CA_San.Francisco.Intl,Office,20,0.04458485,LMPs RT,300,150,0,1,0.92,0.5,24,12,-513932.8354,-512268.0476,1664.787744,-269855.3521,-247424.4234,22430.92874,24095.71649,-11915.51974,13580.30748,1664.787744,0,24095.71649,0.17736,70463.306,11.09858496,5.549292479
329,CA_San.Francisco.Intl,Office,20,0.04458485,LMPs RT,400,200,0,1,0.92,0.5,24,12,-513932.8354,-511970.6272,1962.208165,-269855.3521,-244512.5098,25342.84228,27305.05045,-15947.52915,17909.73732,1962.208165,0,27305.05045,0.14146,63527.236,9.811040823,4.905520412
330,CA_San.Francisco.Intl,Office,20,0.04458485,LMPs RT,500,250,0,1,0.92,0.5,24,12,-513932.8354,-511789.3683,2143.467033,-269855.3521,-241828.7307,28026.62139,30170.08842,-20017.75105,22161.21809,2143.467033,91.67498215,30261.7634,0.11757,54997.474,8.573868132,4.286934066
331,CA_San.Francisco.Intl,Office,20,0.04458485,LMPs RT,600,300,0,1,0.92,0.5,24,12,-513932.8354,-511743.1631,2189.672235,-269855.3521,-239281.9643,30573.38777,32763.06,-24115.68859,26305.36082,2189.672235,378.1889356,33141.24894,0.10075,45980.511,7.29890745,3.649453725
332,CA_San.Francisco.Intl,Office,20,0.04458485,LMPs RT,700,350,0,1,0.92,0.5,24,12,-513932.8354,-511773.6865,2159.14887,-269855.3521,-236853.2452,33002.10687,35161.25574,-28235.44067,30394.58954,2159.14887,736.3811542,35897.63689,0.08785,36186.971,6.168996772,3.084498386
333,CA_San.Francisco.Intl,Office,20,0.04458485,LMPs RT,800,400,0,1,0.92,0.5,24,12,-513932.8354,-511850.6302,2082.205132,-269855.3521,-234486.8433,35368.50878,37450.71391,-32423.84305,34506.04818,2082.205132,1125.684354,38576.39826,0.07763,25903.714,5.20551283,2.602756415
334,CA_San.Francisco.Intl,Office,20,0.04458485,LMPs RT,900,450,0,1,0.92,0.5,24,12,-513932.8354,-511982.9139,1949.921455,-269855.3521,-232142.6796,37712.67254,39662.59399,-36619.09981,38569.02127,1949.921455,1565.365139,41227.95913,0.06943,15448.858,4.333158789,2.166579394
335,CA_San.Francisco.Intl,Office,20,0.04458485,LMPs RT,1000,500,0,1,0.92,0.5,24,12,-513932.8354,-512167.4855,1765.349859,-269855.3521,-229844.1378,40011.21431,41776.56417,-40807.46774,42572.8176,1765.349859,2039.777864,43816.34203,0.06255,4595.436,3.530699718,1.765349859
336,CA_San.Francisco.Intl,Office,20,0.04458485,LMPs RT,2000,1000,0,1,0.92,0.5,24,12,-513932.8354,-515370.57,-1437.734664,-269855.3521,-207531.332,62324.02012,60886.28546,-79359.48096,77921.74629,-1437.734664,6892.790557,67779.07601,0.02619,-116423.547,-1.437734664,-0.718867332
